titulo,ubicacion,distrito,zona,precio,precio_m2,precio_categoria,tipo_inmueble,tipo_operacion,dormitorios,banos,area,tamano_categoria,antiguedad,anio_construccion,mantenimiento,publicador,fecha_publicacion,url
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ",Miraflores,Centro,1000.0,10.0,Alto,Apartamento,Alquiler,2,2,100.0,Grande,12.0,2014,S/.575,Rocío Mazzetti,"Hace 2 semanas, 5 días - Publicado por Rocío Mazzetti",https://www.properati.com.pe/detalle/14032-32-1b45-9d2baf50cb5e-aaefd41a-8c6a-4738
Casa en alquiler en Ur. Country Club,"Ur. Country Club, San Isidro, Lima, Lima ",San Isidro,Centro,1900.0,10.21505376344086,Alto,Casa,Alquiler,5,5,186.0,Grande,,,,REMAX UNITED,21 feb. 2023 - Publicado por REMAX UNITED,https://www.properati.com.pe/detalle/14032-32-8be4-cfcff68ca856-51bb9f0f-a408-4687
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ",Miraflores,Centro,1250.0,6.25,Alto,Apartamento,Alquiler,4,3,200.0,Muy Grande,23.0,2003,S/.600,Manoj Punjabi - Inmobiliaria Mi Casa Soñada ,17 mar. 2023 - Publicado por Manoj Punjabi - Inmobiliaria Mi Casa Soñada ,https://www.properati.com.pe/detalle/14032-32-7982-1bc73fa8cbee-eaab3740-b652-45ed
Apartamento en alquiler en Urb San Luis,"Urb San Luis, Provincia de Lima, Provincia de Lima ",Provincia de Lima,Otro,850.0,11.333333333333334,Moderado,Apartamento,Alquiler,2,2,75.0,Mediano,9.0,2017,S/.330,TELULET Real Estate Group,15 ago. 2022 - Publicado por TELULET Real Estate Group,https://www.properati.com.pe/detalle/14032-32-1cf5-21f342a30809-df8b8d50-abe3-120d
Apartamento en alquiler en Ur. San Luis,"Ur. San Luis, Barranco, Lima, Lima ",Barranco,Sur,700.0,12.280701754385966,Moderado,Apartamento,Alquiler,1,1,57.0,Mediano,12.0,2014,S/.350,RE/MAX Expo,9 feb. 2023 - Publicado por RE/MAX Expo,https://www.properati.com.pe/detalle/14032-32-2cc0-a6cd72a7f1b4-363717f6-8c0e-4ae7
Apartamento en alquiler en Ur. Country Club,"Ur. Country Club, San Isidro, Lima, Lima ",San Isidro,Centro,1680.0,1680.0,Alto,Apartamento,Alquiler,2,2,1.0,Pequeño,,170 m²,,Esther Delgado,20 mar. 2023 - Publicado por Esther Delgado,https://www.properati.com.pe/detalle/14032-32-61c-6fdca2eaf713-2f2a5ae7-850a-32d8
Apartamento en alquiler en Ur. 28 De Julio,"Ur. 28 De Julio, Pueblo Libre, Lima, Lima ",Pueblo Libre,Centro,550.0,5.0,Moderado,Apartamento,Alquiler,2,1,110.0,Grande,,,,Galls Bienes Raices,"Hace 3 semanas, 17 horas - Publicado por Galls Bienes Raices",https://www.properati.com.pe/detalle/14032-32-3f89-79f7c8368796-81a12db3-961a-4b21
Apartamento en alquiler en Ur. Leuro,"Ur. Leuro, Miraflores, Lima, Lima ",Miraflores,Centro,850.0,6.296296296296297,Moderado,Apartamento,Alquiler,3,3,135.0,Grande,26.0,2000,S/.430,Luis Cano-Alva Vidal,21 mar. 2023 - Publicado por Luis Cano-Alva Vidal,https://www.properati.com.pe/detalle/14032-32-c854-e7a158890b4f-cb5dcc70-87cd-120d
Apartamento en alquiler en Santiago de Surco,"Santiago de Surco, Lima, Lima ",Lima,Otro,680.0,6.8,Moderado,Apartamento,Alquiler,3,2,100.0,Grande,,,S/.236,Zoila Loyola,20 ene. 2023 - Publicado por Zoila Loyola,https://www.properati.com.pe/detalle/14032-32-19e7-373cf3c72a6-217bde68-abe6-4c16
Apartamento en alquiler en Ur. Santa Cruz,"Ur. Santa Cruz, Miraflores, Lima, Lima ",Miraflores,Centro,3000.0,13.333333333333334,Lujo,Apartamento,Alquiler,3,3,225.0,Muy Grande,4.0,2022,S/.950,SANDRA USQUIANO,"Hace 2 semanas, 6 días - Publicado por SANDRA USQUIANO",https://www.properati.com.pe/detalle/14032-32-1f6e-ed183900e498-f0de90ce-8bf2-4f6e
Apartamento en alquiler en Ur. Chacarilla Santa Cruz Zona Santa Isabel B,"Ur. Chacarilla Santa Cruz Zona Santa Isabel B, San Isidro, Lima, Lima ",San Isidro,Centro,1500.0,9.25925925925926,Alto,Apartamento,Alquiler,3,4,162.0,Grande,5.0,2021,S/.1,RE/MAX Principal pe,"Hace 2 semanas, 5 días - Publicado por RE/MAX Principal pe",https://www.properati.com.pe/detalle/14032-32-a1c3-f7987295299e-d725da53-8601-4876
Apartamento en alquiler en Urb Confraternidad,"Urb Confraternidad, Provincia de Lima, Provincia de Lima ",Provincia de Lima,Otro,1000.0,10.989010989010989,Alto,Apartamento,Alquiler,1,2,91.0,Mediano,,,S/.400,Isotta Lima Space,19 nov. 2021 - Publicado por Isotta Lima Space,https://www.properati.com.pe/detalle/14032-32-24f9-653e4f6756f8-9c2135e6-9344-4327
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ",Miraflores,Centro,850.0,7.522123893805309,Moderado,Apartamento,Alquiler,2,3,113.0,Grande,,,S/.503,Tatiana Peralta,24 mar. 2023 - Publicado por Tatiana Peralta,https://www.properati.com.pe/detalle/14032-32-d80-4fa3595821ea-82aaf161-b1d6-4df5
Apartamento en alquiler en Ur. El Derby,"Ur. El Derby, Santiago de Surco, Lima, Lima ",Santiago de Surco,Este,2000.0,6.666666666666667,Lujo,Apartamento,Alquiler,4,5,300.0,Muy Grande,8.0,2018,"S/.1,100",SOCIOS INMOBILIARIOS,17 feb. 2023 - Publicado por SOCIOS INMOBILIARIOS,https://www.properati.com.pe/detalle/14032-32-4023-18256b0daffc-25464ac9-9672-4893
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ",Miraflores,Centro,1100.0,9.90990990990991,Alto,Apartamento,Alquiler,3,3,111.0,Grande,,,S/.400,SOCIOS INMOBILIARIOS,11 ene. 2023 - Publicado por SOCIOS INMOBILIARIOS,https://www.properati.com.pe/detalle/14032-32-d3bd-9b54828cd073-d9348758-8442-4bb2
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ",Miraflores,Centro,1300.0,1300.0,Alto,Apartamento,Alquiler,2,2,1.0,Pequeño,,165 m²,,María Ximena Velarde Jara,7 mar. 2023 - Publicado por María Ximena Velarde Jara,https://www.properati.com.pe/detalle/14032-32-71b4-d93291f8b457-1f454a50-9520-3358
Apartamento en alquiler en Ur. Valle Hermoso Oeste,"Ur. Valle Hermoso Oeste, Santiago de Surco, Lima, Lima ",Santiago de Surco,Este,1250.0,7.530120481927711,Alto,Apartamento,Alquiler,3,3,166.0,Grande,16.0,2010,,RE/MAX PERÚ,28 feb. 2023 - Publicado por RE/MAX PERÚ,https://www.properati.com.pe/detalle/14032-32-6728-9ae20305443a-efd967ef-bd8f-47ac
Apartamento en alquiler en San Isidro,"San Isidro, Lima, Lima ",Lima,Otro,2500.0,8.8339222614841,Lujo,Apartamento,Alquiler,4,3,283.0,Muy Grande,28.0,1998,"S/.1,200",Penthouse Peru Bienes Raices,"Hace 2 semanas, 6 días - Publicado por Penthouse Peru Bienes Raices",https://www.properati.com.pe/detalle/14032-32-72e9-c4ee70afb7ae-7fb22879-911d-4856
Apartamento en alquiler en Ur. Orrantia,"Ur. Orrantia, San Isidro, Lima, Lima ",San Isidro,Centro,1100.0,9.821428571428571,Alto,Apartamento,Alquiler,2,2,112.0,Grande,13.0,2013,S/.1,RE/MAX Lider-Luis Lancho Navas,25 feb. 2023 - Publicado por RE/MAX Lider-Luis Lancho Navas,https://www.properati.com.pe/detalle/14032-32-7f32-71eb309b456e-388a0e68-8b66-4383
Casa en alquiler en Ur. Los Granados,"Ur. Los Granados, Santiago de Surco, Lima, Lima ",Santiago de Surco,Este,3000.0,6.172839506172839,Lujo,Casa,Alquiler,4,2,486.0,Muy Grande,26.0,2000,S/.1,RE/MAX Lider-Luis Lancho Navas,15 mar. 2023 - Publicado por RE/MAX Lider-Luis Lancho Navas,https://www.properati.com.pe/detalle/14032-32-b1b9-bef066921586-e368ac1-aba5-4827
Apartamento en alquiler en Ur. San Antonio,"Ur. San Antonio, Miraflores, Lima, Lima ",Miraflores,Centro,900.0,9.473684210526315,Moderado,Apartamento,Alquiler,1,2,95.0,Mediano,,,,REMAX AHORA,21 ene. 2023 - Publicado por REMAX AHORA,https://www.properati.com.pe/detalle/14032-32-dd35-d7aabe331d4c-5e89e593-96b9-434e
Apartamento en alquiler en Ur. Armendariz,"Ur. Armendariz, Miraflores, Lima, Lima ",Miraflores,Centro,1000.0,14.285714285714286,Alto,Apartamento,Alquiler,2,2,70.0,Mediano,3.0,2023,S/.250,Begoña Pedraza Corretaje,"Hace 2 semanas, 6 días - Publicado por Begoña Pedraza Corretaje",https://www.properati.com.pe/detalle/14032-32-6bed-1ced6beac1dc-2e491d15-9bb4-4b64
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ",Miraflores,Centro,850.0,9.444444444444445,Moderado,Apartamento,Alquiler,2,2,90.0,Mediano,16.0,2010,S/.370,Jaquelina Gonzáles,13 mar. 2023 - Publicado por Jaquelina Gonzáles,https://www.properati.com.pe/detalle/14032-32-e1c4-b2d83d055111-faeea735-a9d6-500e
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ",Miraflores,Centro,1100.0,11.0,Alto,Apartamento,Alquiler,3,2,100.0,Grande,5.0,2021,S/.470,Central Propiedades,22 mar. 2023 - Publicado por Central Propiedades,https://www.properati.com.pe/detalle/14032-32-d9ac-ca35e2861277-41990eb6-a55c-4352
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ",Miraflores,Centro,1000.0,10.204081632653061,Alto,Apartamento,Alquiler,2,2,98.0,Mediano,20.0,2006,S/.400,Corretaje Pelusa,15 mar. 2023 - Publicado por Corretaje Pelusa,https://www.properati.com.pe/detalle/14032-32-a57e-275d8ec4dcd7-1378276a-8256-4197
Apartamento en alquiler en Ur. El Rosario,"Ur. El Rosario, San Isidro, Lima, Lima ",San Isidro,Centro,2200.0,10.476190476190476,Lujo,Apartamento,Alquiler,3,2,210.0,Muy Grande,16.0,2010,S/.750,Verónica Arosemena,4 ene. 2023 - Publicado por Verónica Arosemena,https://www.properati.com.pe/detalle/14032-32-cae8-d2d4cdcdd48c-f467d042-b7c8-471e
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ",Miraflores,Centro,625.0,10.416666666666666,Moderado,Apartamento,Alquiler,2,1,60.0,Mediano,7.0,2019,S/.130,REMAX SUNSET,21 mar. 2023 - Publicado por REMAX SUNSET,https://www.properati.com.pe/detalle/14032-32-6923-ae5c857336af-85c4792b-91f2-4396
Casa en alquiler en Ur. Aurora,"Ur. Aurora, Miraflores, Lima, Lima ",Miraflores,Centro,3500.0,7.777777777777778,Lujo,Casa,Alquiler,3,3,450.0,Muy Grande,26.0,2000,,NG Inmobiliaria,"Hace 3 semanas, 17 horas - Publicado por NG Inmobiliaria",https://www.properati.com.pe/detalle/14032-32-c520-cc99e52df87a-7e3b9d3b-a403-4826
Apartamento en alquiler en Sector 1,"Sector 1, Provincia de Lima, Provincia de Lima ",Provincia de Lima,Otro,2500.0,9.363295880149813,Lujo,Apartamento,Alquiler,3,3,267.0,Muy Grande,15.0,2011,S/.750,Lucy Mier y Teran,17 mar. 2022 - Publicado por Lucy Mier y Teran,https://www.properati.com.pe/detalle/14032-32-8b10-9f20b3f7acb8-a5a9485d-9701-4b73
Apartamento en alquiler en Chorrillos,"Chorrillos, Lima, Lima ",Lima,Otro,1400.0,9.090909090909092,Alto,Apartamento,Alquiler,3,3,154.0,Grande,,,,CENTURY 21 INNOVA,7 mar. 2023 - Publicado por CENTURY 21 INNOVA,https://www.properati.com.pe/detalle/14032-32-ccc1-3681eb9418e9-1adcae39-baa7-309b
Apartamento en alquiler en Ur. Orrantia,"Ur. Orrantia, San Isidro, Lima, Lima ",San Isidro,Centro,1200.0,7.5,Alto,Apartamento,Alquiler,3,3,160.0,Grande,14.0,2012,S/.580,Oscar Leandro Peña Villanueva,2 ene. 2023 - Publicado por Oscar Leandro Peña Villanueva,https://www.properati.com.pe/detalle/14032-32-923d-839d0497658d-6bf06a1e-9ecd-4a74
Apartamento en alquiler en Ur. Country Club,"Ur. Country Club, San Isidro, Lima, Lima ",San Isidro,Centro,1600.0,7.804878048780488,Alto,Apartamento,Alquiler,3,2,205.0,Muy Grande,,,"S/.1,300",Pilar Zunjic,21 nov. 2022 - Publicado por Pilar Zunjic,https://www.properati.com.pe/detalle/14032-32-8b4f-b5eb7c5d3c61-fd23e806-a569-4304
Apartamento en alquiler en Ur. Orrantia,"Ur. Orrantia, San Isidro, Lima, Lima ",San Isidro,Centro,1200.0,7.5,Alto,Apartamento,Alquiler,3,2,160.0,Grande,14.0,2012,S/.580,Oscar Leandro Peña Villanueva,20 mar. 2023 - Publicado por Oscar Leandro Peña Villanueva,https://www.properati.com.pe/detalle/14032-32-8481-15ac85b3e13d-12b9d1a5-9157-44c1
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ",Miraflores,Centro,1700.0,8.095238095238095,Alto,Apartamento,Alquiler,4,4,210.0,Muy Grande,21.0,2005,,Josh Vega,21 mar. 2023 - Publicado por Josh Vega,https://www.properati.com.pe/detalle/14032-32-c81f-55a286ca5677-97757aa0-8391-120d
Apartamento en alquiler en Chiclayo,"Chiclayo, Chiclayo, Lambayeque ",Chiclayo,Otro,80000.0,701.7543859649123,Lujo,Apartamento,Alquiler,4,2,114.0,Grande,7.0,2019,S/.50,RD. INMOBILIARIA DEL PERÚ SAC,10 feb. 2023 - Publicado por RD. INMOBILIARIA DEL PERÚ SAC,https://www.properati.com.pe/detalle/14032-32-a9a7-51a65b7fe36a-c65fa750-9747-120d
Apartamento en alquiler en Ur. San Idelfonso Del Vivero,"Ur. San Idelfonso Del Vivero, Santiago de Surco, Lima, Lima ",Santiago de Surco,Este,1100.0,9.322033898305085,Alto,Apartamento,Alquiler,3,2,118.0,Grande,17.0,2009,S/.450,Inmobiliaria Casella,3 mar. 2023 - Publicado por Inmobiliaria Casella,https://www.properati.com.pe/detalle/14032-32-553e-817f41e9ed86-a212aceb-bc48-435c
Apartamento en alquiler en Ur. Leuro,"Ur. Leuro, Miraflores, Lima, Lima ",Miraflores,Centro,1000.0,12.5,Alto,Apartamento,Alquiler,2,2,80.0,Mediano,4.0,2022,S/.375,JY Inmobiliaria SAC,4 mar. 2023 - Publicado por JY Inmobiliaria SAC,https://www.properati.com.pe/detalle/14032-32-bdb7-ecdd49f33496-9baebb64-8a91-4e80
Casa en alquiler en Ur. Lobaton,"Ur. Lobaton, San Isidro, Lima, Lima ",San Isidro,Centro,1300.0,6.341463414634147,Alto,Casa,Alquiler,5,2,205.0,Muy Grande,43.0,1983,S/.10,ANA MARIA CECILIA ARTEAGA RODRIGUEZ,10 mar. 2023 - Publicado por ANA MARIA CECILIA ARTEAGA RODRIGUEZ,https://www.properati.com.pe/detalle/14032-32-7418-675bfbff8f95-38baadec-bc92-44df
Apartamento en alquiler en Ur. Santa Rosa,"Ur. Santa Rosa, San Isidro, Lima, Lima ",San Isidro,Centro,1090.0,6.488095238095238,Alto,Apartamento,Alquiler,3,2,168.0,Grande,43.0,1983,S/.500,Büro Propiedades,1 dic. 2022 - Publicado por Büro Propiedades,https://www.properati.com.pe/detalle/14032-32-16aa-d48ba4ac7a24-84b3b7c0-944d-4727
Casa en alquiler en Ur. El Sol De La Molina Etapa Iii,"Ur. El Sol De La Molina Etapa Iii, La Molina, Lima, Lima ",La Molina,Este,1650.0,1.9411764705882353,Alto,Casa,Alquiler,5,5,850.0,Muy Grande,40.0,1986,,RE/MAX PRO,15 mar. 2023 - Publicado por RE/MAX PRO,https://www.properati.com.pe/detalle/14032-32-73b6-440818f2ab3a-d0f07808-acd7-4652
Apartamento en alquiler en Ur. Humboldt,"Ur. Humboldt, Miraflores, Lima, Lima ",Miraflores,Centro,500.0,10.0,Moderado,Apartamento,Alquiler,1,1,50.0,Mediano,,,S/.150,RE/MAX POWER EXPO,"Hace 3 semanas, 17 horas - Publicado por RE/MAX POWER EXPO",https://www.properati.com.pe/detalle/14032-32-fac2-33d4d499732c-f2e46e77-9d0e-47fa
Apartamento en alquiler en Ur. Leuro,"Ur. Leuro, Miraflores, Lima, Lima ",Miraflores,Centro,850.0,11.18421052631579,Moderado,Apartamento,Alquiler,2,2,76.0,Mediano,17.0,2009,S/.338,Verónica Arosemena,24 feb. 2023 - Publicado por Verónica Arosemena,https://www.properati.com.pe/detalle/14032-32-43db-20573448b184-b471a63e-bbdd-4c40
Apartamento en alquiler en Ur. America,"Ur. America, Miraflores, Lima, Lima ",Miraflores,Centro,999.0,7.928571428571429,Moderado,Apartamento,Alquiler,2,3,126.0,Grande,16.0,2010,S/.460,Carol León,21 mar. 2023 - Publicado por Carol León,https://www.properati.com.pe/detalle/14032-32-c80c-1d0e178491b8-cec268f0-8659-120d
Apartamento en alquiler en Ur. Cerros De Camacho,"Ur. Cerros De Camacho, Santiago de Surco, Lima, Lima ",Santiago de Surco,Este,2300.0,8.070175438596491,Lujo,Apartamento,Alquiler,3,3,285.0,Muy Grande,13.0,2013,S/.900,Büro Propiedades,17 mar. 2023 - Publicado por Büro Propiedades,https://www.properati.com.pe/detalle/14032-32-29c-6b5cd9882b35-c5a54cfa-a8ae-4cf0
Apartamento en alquiler en Ur. Santa Cruz,"Ur. Santa Cruz, Miraflores, Lima, Lima ",Miraflores,Centro,650.0,5.6521739130434785,Moderado,Apartamento,Alquiler,2,1,115.0,Grande,14.0,2012,S/.1,Cimiento Raices SAC,29 nov. 2022 - Publicado por Cimiento Raices SAC,https://www.properati.com.pe/detalle/14032-32-47a5-3ae3cea7aad9-26657a8a-9d15-4b9a
Apartamento en alquiler en Ur. Chacarilla Santa Cruz Zona Santa Maria,"Ur. Chacarilla Santa Cruz Zona Santa Maria, San Isidro, Lima, Lima ",San Isidro,Centro,750.0,13.636363636363637,Moderado,Apartamento,Alquiler,1,1,55.0,Mediano,38.0,1988,,LOGRA Inmobiliaria,1 feb. 2023 - Publicado por LOGRA Inmobiliaria,https://www.properati.com.pe/detalle/14032-32-e8c1-657e72009120-41d041e5-8c00-4745
Apartamento en alquiler en Casuarinas Sur,"Casuarinas Sur, Provincia de Lima, Provincia de Lima ",Provincia de Lima,Otro,800.0,5.333333333333333,Moderado,Apartamento,Alquiler,3,3,150.0,Grande,11.0,2015,S/.600,RE/MAX Expo,3 ago. 2022 - Publicado por RE/MAX Expo,https://www.properati.com.pe/detalle/14032-32-d810-40dbaf3e8f4e-982c39a8-9332-484f
Apartamento en alquiler en Zona 7-B,"Zona 7-B, Urb San Borja, Provincia de Lima, Provincia de Lima ",Urb San Borja,Otro,1299.0,12.735294117647058,Alto,Apartamento,Alquiler,3,2,102.0,Grande,8.0,2018,S/.250,JC Consorcio Inmobiliario,11 oct. 2021 - Publicado por JC Consorcio Inmobiliario,https://www.properati.com.pe/detalle/14032-32-f060-8152b6f18d01-3649722a-a67f-4fef
Casa en alquiler en Ur. Humboldt,"Ur. Humboldt, Miraflores, Lima, Lima ",Miraflores,Centro,1970.0,8.565217391304348,Alto,Casa,Alquiler,3,3,230.0,Muy Grande,,,,Inmoba Peru SAC,27 mar. 2023 - Publicado por Inmoba Peru SAC,https://www.properati.com.pe/detalle/14032-32-54bb-67c9508d0a28-5d3cc5c0-83c1-45d2
Apartamento en alquiler en Ur. San Eugenio,"Ur. San Eugenio, Lince, Lima, Lima ",Lince,Centro,750.0,10.56338028169014,Moderado,Apartamento,Alquiler,2,2,71.0,Mediano,7.0,2019,S/.300,Remax Plaza,11 mar. 2023 - Publicado por Remax Plaza,https://www.properati.com.pe/detalle/14032-32-cc7f-ed02528e5eb6-e3fdc5e5-a258-4aac
Casa en alquiler en Ur. Rinconada Del Lago Etapa Ii,"Ur. Rinconada Del Lago Etapa Ii, La Molina, Lima, Lima ",La Molina,Este,3000.0,4.615384615384615,Lujo,Casa,Alquiler,4,5,650.0,Muy Grande,,,,ISMAEL RIVAS OTERO,24 mar. 2023 - Publicado por ISMAEL RIVAS OTERO,https://www.properati.com.pe/detalle/14032-32-54a8-5c778da00117-93355314-b152-4568
Casa en alquiler en Cieneguilla,"Cieneguilla, Lima, Lima ",Lima,Otro,1100.0,1100.0,Alto,Casa,Alquiler,4,4,1.0,Pequeño,4.0,2022,S/.150,DCITY Inmobiliaria   -  Denisse Soto & Asociados,7 dic. 2022 - Publicado por DCITY Inmobiliaria   -  Denisse Soto & Asociados,https://www.properati.com.pe/detalle/14032-32-543f-7a0ddb6e4e6f-a8c47ffa-889d-4745
Casa en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ",Miraflores,Centro,3000.0,19.607843137254903,Lujo,Casa,Alquiler,3,2,153.0,Grande,,,,DREAM HOUSE MR. WONG EIRL,26 feb. 2023 - Publicado por DREAM HOUSE MR. WONG EIRL,https://www.properati.com.pe/detalle/14032-32-4a67-92ca0de06a88-1e696a84-9d17-4d9c
Apartamento en alquiler en Re. Las Camelias,"Re. Las Camelias, San Borja, Lima, Lima ",San Borja,Otro,700.0,6.363636363636363,Moderado,Apartamento,Alquiler,3,2,110.0,Grande,46.0,1980,S/.180,Acceso Bienes Raices,9 mar. 2023 - Publicado por Acceso Bienes Raices,https://www.properati.com.pe/detalle/14032-32-bee4-d38fa3002692-c6c39fb0-b39b-120d
Apartamento en alquiler en Ur. San Isidro,"Ur. San Isidro, San Isidro, Lima, Lima ",San Isidro,Centro,700.0,15.555555555555555,Moderado,Apartamento,Alquiler,1,1,45.0,Pequeño,6.0,2020,S/.280,Armando Bustamante,17 mar. 2023 - Publicado por Armando Bustamante,https://www.properati.com.pe/detalle/14032-32-ae10-4d5bf36f37dd-178ae965-9eef-47b2
Apartamento en alquiler en Surquillo,"Surquillo, Urb Jose Balta, Provincia de Lima, Provincia de Lima ",Urb Jose Balta,Otro,880.0,9.361702127659575,Moderado,Apartamento,Alquiler,3,3,94.0,Mediano,16.0,2010,S/.880,Fiorella Saldarriaga,15 mar. 2022 - Publicado por Fiorella Saldarriaga,https://www.properati.com.pe/detalle/14032-32-44a8-2e43ee8957f2-d56d4b1d-a4b6-44c0
Apartamento en alquiler en Ur. San Luis,"Ur. San Luis, Miraflores, Lima, Lima ",Miraflores,Centro,1190.0,9.834710743801653,Alto,Apartamento,Alquiler,2,3,121.0,Grande,4.0,2022,S/.550,RE/MAX Expo,1 feb. 2023 - Publicado por RE/MAX Expo,https://www.properati.com.pe/detalle/14032-32-b45a-9598883522b4-f3c0546-85d9-44ea
Apartamento en alquiler en Ur. Los Jazmines,"Ur. Los Jazmines, Santiago de Surco, Lima, Lima ",Santiago de Surco,Este,980.0,7.777777777777778,Moderado,Apartamento,Alquiler,3,4,126.0,Grande,8.0,2018,S/.500,Fiorella Saldarriaga,19 nov. 2022 - Publicado por Fiorella Saldarriaga,https://www.properati.com.pe/detalle/14032-32-e617-264a4e17de5b-6a2b3402-ae31-4dbf
Casa en alquiler en San Borja,"San Borja, Lima, Lima ",Lima,Otro,2800.0,5.090909090909091,Lujo,Casa,Alquiler,4,5,550.0,Muy Grande,,,,Century 21 Horizonte,10 mar. 2023 - Publicado por Century 21 Horizonte,https://www.properati.com.pe/detalle/14032-32-a32c-4a0ff11c1d7d-cea9bfb9-bc19-476b
Apartamento en alquiler en Ba. Del Medico,"Ba. Del Medico, Surquillo, Lima, Lima ",Surquillo,Sur,700.0,9.859154929577464,Moderado,Apartamento,Alquiler,3,2,71.0,Mediano,8.0,2018,S/.220,RE/MAX Principal pe,7 mar. 2023 - Publicado por RE/MAX Principal pe,https://www.properati.com.pe/detalle/14032-32-6529-a169617618e7-e96a739a-a472-4bb2
Apartamento en alquiler en Ur. Country Club,"Ur. Country Club, San Isidro, Lima, Lima ",San Isidro,Centro,1650.0,12.222222222222221,Alto,Apartamento,Alquiler,2,2,135.0,Grande,11.0,2015,S/.653,Rocío Mazzetti,24 mar. 2023 - Publicado por Rocío Mazzetti,https://www.properati.com.pe/detalle/14032-32-1b0e-30882899e168-ee9a895e-a56c-4f1a
Apartamento en alquiler en Santa Cruz,"Santa Cruz, Urb Cercado de Miraflores, Provincia de Lima, Provincia de Lima ",Urb Cercado de Miraflores,Otro,950.0,8.189655172413794,Moderado,Apartamento,Alquiler,3,2,116.0,Grande,16.0,2010,S/.310,Midori Kishimoto,13 jul. 2022 - Publicado por Midori Kishimoto,https://www.properati.com.pe/detalle/14032-32-8659-8d3b4b5dc478-2ced8748-b482-4e20
Apartamento en alquiler en Ur. Santa Cruz,"Ur. Santa Cruz, Miraflores, Lima, Lima ",Miraflores,Centro,2499.0,12.495,Lujo,Apartamento,Alquiler,2,2,200.0,Muy Grande,25.0,2001,S/.600,RE/MAX PERÚ,3 mar. 2023 - Publicado por RE/MAX PERÚ,https://www.properati.com.pe/detalle/14032-32-d9be-442f701de947-48dc5abb-a264-4a0c
